UEN	label	avg_predict_proba_1
01515b0cf72e7989c806dd97c159ffe7c0ebc93db683416962b23c24a2f53f83	1.0	0.2804913222789764
8183923b010b3bc60473e47c0e144f2aac6930959c45cb564f10a09e34456480	0.0	0.2542414069175719
e920443c5861a9e374030cf6ab2ce4864bc29e37f8977740d2fc2865e4ca6673	0.0	0.2882778942584991
332d3bcf96312ea780005d6f0ac7d7fac8a3d4f6f37014c68ca8d1eb38ab54e8	1.0	0.429433822631836
f4da9482f179d1bb94e67a939247cfa6840607d58cc508ee180f4f7eb248b398	0.0	0.0637240707874298
deb939d85ec7525dcf6f75ea8edecd60c81b0465a0e599a59b5f8fd8a1d4a6ad	0.0	0.3432910442352295
817056970235661c74ad105b8b1636a990eb2bfa8c654fe001099f03c9cc57cb	0.0	0.2456996887922287
606c7ab2dfe5f5292d4ffa985491f17fdae500e022c5093d98ffe5ed4f3b3534	1.0	0.7899129986763
18c981b1005cb91eaa57b918dcd534ac2058c837214c88228882b99d7edcc615	0.0	0.1222473531961441
a5fb29e77a3a40f88bd61b943a1eef87e12397bab2d5aa1f5006e94145e0853e	1.0	0.3544020056724548
b9883eb72c4bc57e970ffc0580a45befd01074d4c76e15a148cb0a3ff466d890	1.0	0.3635008931159973
db6e822096b4c0d26db0f7dbed6b2807f8bd08fa62b71c1c388ecf2ba3daebec	0.0	0.0433997586369514
c39feeb7df201aeee86ae4ecb87f62706bc43606a91d0bcd8c3a5e6fc8aea157	1.0	0.5253765583038329
e4c8178bdf18fb2c0a43da55c8225e119c6d30d1cd90260740e8d43ce4484276	0.0	0.1425923854112625
08299058c1d3abb8fa014bc09cb9cb4ccb3b80ce4295671ede788cc7f0a52715	1.0	0.4413517117500305
f6ae6e929a24a9e688e0b94bf769ae17bb2e666c357bd21dabd3a75e42c446b9	1.0	0.4724018573760986
7e4afd068f84a333fbd954c5dac28a39015b866d02bb73dc95e761b7a2cf2c8b	0.0	0.0990807563066482
ca1f29beff74d9151cdc756d7835d6d21ea03b8f2427c4809a2a25c6c58a64ed	1.0	0.3404380679130554
3ae455d73d8c3401a1c89daff1913c9bc0d3af3b4c9c559830f9a711b75dcbb9	1.0	0.6641511917114258
1793272546d08ae1ae83f805d004d1da5799a3f0866dbf1907712bd7d26b66c6	0.0	0.0761616453528404
db91aeae8f14f7e16c46eecfb4f7c712394205b550b090557faa3695fad362f0	1.0	0.3823971450328827
c4b02186735ab1c0a4b91ea2c4af8490e8f2fd64eb1753129a5ae2535bf8bd2e	0.0	0.2228979170322418
252945bffb6d1376dff21752a40b80d7d3dd425a9f8c7a9719a5644f65c30177	1.0	0.9263368248939514
7f1941a3a918b8720e40dc7412f6c02c721a0d852a5e750d02235a6ba4bb213e	1.0	0.6489150524139404
9b94c065d669d53692ab8dc93545e5d84dfea3bfceb48fd325e4c815fb8f843c	0.0	0.0585848093032836
08d3f22f2e26321b393940be60c46ab8a7c73d320057fe21115d3c1251c7bf54	1.0	0.4114578664302826
29545a2ea1eaf239d8bd8a85c8c6a0dde43dc9cfc7719dfe18fc0563f13eacf8	1.0	0.2894148826599121
60937d4144f32ae2dfe06ac518d86194c9a2e4faacad4219531b6fe4a35004f9	1.0	0.615555465221405
91f4dd20d63924e0da14440dae54427f3d465a0b9dd4a374508fed15e44d64d1	1.0	0.3794738352298737
f35699ff05075e8624a10f764fcbad8360f3a8e34986b1d30baa700c65caccf6	1.0	0.4013538956642151
464981c29ae83e807680fdd73adf3495b0b56eed84c5acd5ed456665d658eb4f	1.0	0.350222647190094
6759027f5923a5b728895ad10554baca053d80f0635c4de7ee56e80594c0a600	0.0	0.2222939431667328
7ab9f270ee409d4e73bacbc9d405a554214ace8312b80c880942726eb17ae235	1.0	0.4066919386386871
3d113f5cf9bf8d421a53cc9faa226493794c061a57bf446093fd330e26921e86	0.0	0.2692472040653229
8d586a061b07031ae0d935c923d6fd2237e8c68b6a0e3f4a8ef59375462666a1	1.0	0.3568417429924011
175db74e4c1a034aa0c2c892cb877efd4837fd2b956beeb1c8bb1ea9f5e5f386	1.0	0.7284234166145325
96b55f968d14afe470c6b236039316355f64100c76232020796fb21a01c66d9b	1.0	0.4116366505622864
a2e66c216e278c2e152628ee980750c7d5039a31c0c395e007107a168d9f756d	1.0	0.3879382014274597
965ac14f05fceb676805357f1b078af2c22e78f46f4c3fa1585bd7fe819f1239	1.0	0.3177174627780914
bc5612466d01197ec8a8e566a237f3fef79c10223dbbc81c32b4a2a7a8614b21	1.0	0.6840965747833252
05ec6d3ad1e29714b47e7b1487a213e35366b79d82cc09743030d74d0693e888	0.0	0.1111786365509033
9fd26179b5def0299c5ee9c9f16361604e3b5088e4db7f02db96c61bdf85fadc	1.0	0.2332511842250824
97107104bca0967f7cd0ab71074b7e7fdd0a347c48b659d2c3e4d8fa58ca0869	1.0	0.3244860470294952
f979b570b64b0dbbe4cd549db5971bfd4fd8624280fec8d68983fece4d2423eb	1.0	0.1971922516822815
0027f4da0f53e8fa995367ed9f126ce905e4f5332a5aa0637782cac4b345a940	1.0	0.2323683202266693
3fab8f5cb4f047ab6aed35697b38857ae67ea13d012253709c05f404e0278acd	1.0	0.5188160538673401
d7b90dcec04dfb3f4a595cbd9ca19a2967ce59aa3dd5e24a8479a7c872c6ec94	1.0	0.7680662870407104
80b5c6e3150ec121a07d6e3b33132f9b854d94b7f9ebd740bf3e9878d87a2929	1.0	0.4233209192752838
b057a01153b84f71d152693baddbe4dca5b6b381ef6239fb5cbd73f42681e57a	1.0	0.3944483399391174
b46b50a1f8cf8cd1928c99b4f7a3803b5151b0b4270fdb3b75b74e2132f4e4c3	1.0	0.3043253123760223
6789585bd96c3560b9829221be7bc93a32b1c6b2d2124d3d5e5b3cc2e3820492	1.0	0.4116826057434082
7b2df89a3032c524eda825db465a5d91c963a36159de42b56e5d45b45c193bb6	1.0	0.8220634460449219
a56b6843b4cbf7e8c7da0b8b9a23bd8503abdfc259da93997dba07465cbaa2fd	0.0	0.1941064149141312
39125f1302a6e737dd568d392654dd7134f2247350495d6c870c1b27c8ec0ce7	1.0	0.7246819734573364
88811c7b3ac93d4fb2099432b5bd40f4f53a2a81ead0459ea654f24019435e40	1.0	0.1659329831600189
13ec290d959bbd73cf0a4b1fc6bb85202c7762c78cb3ef8d97841cfe62fa2f7a	1.0	0.620457649230957
ee4dfbe88cf52157baaaae126867d822e288924a96b517780333a6206a6aba46	1.0	0.5156816244125366
d9bdc3e0d40c8b1dcbbd8053ddfc38574cd20f2ffd4ee671e8b24d26c2b46a5d	1.0	0.4556089341640472
d80d7efe7d81cb7ef8df50a7b36e3dab0d0074dee63b0bf3036c02739b7a29cf	1.0	0.3560198247432709
1f728e14fd0ebe206d2997dd09c38fa410ab7ab1ac6438b21948fdc6328becb0	0.0	0.2871488630771637
65417f8c2b3c66b7717d418814cd4b04249af536e15c101374616e67fc1b6f79	1.0	0.4387566447257996
d59a241cb5c1ae66f61e9182a1c047061cc4ab04293c756ada7d611a17090ae7	1.0	0.4622708857059479
546dc6d99466fa3ad06dd758ca44977c224ab6b4bef954b22fd1af29cd7da811	1.0	0.3468251228332519
da6f5c5cef37ef6caad281a57718659cdc5f1270b57a43c6cece54ed57a0d9d9	1.0	0.5281667709350586
7f805494a243e2112e4db429011f7c9f28ba04872f4ddd3a26f9bafe7be66c8e	1.0	0.5705460906028748
3f7a153850a5bcf234c1667b96fecfd6fc479ed602a36d0814af13f46c2e62b0	0.0	0.0901828780770301
edf6cad0d58e88ca642b9b25d3ff12782ba11e42b78f38d827cc4c813dfcd2a6	1.0	0.192659318447113
272b227e84cc371e3af1c7299073179f08b9de2fb3ec1e0e9ad0a5b139ed8370	1.0	0.5196635723114014
443ecfeba4d8eedfb932eea937eeadc37dd8f51ebbd6b8b190a3120739fca00d	0.0	0.0331783406436443
950d36203ff4b381d4b1ff4014bf95db4e83bb82a6a3d7a46324f8684becd5a5	0.0	0.1778697520494461
663fcc0abf15637cda44125502910efeacf2e408baf121f5594001b441651f75	1.0	0.3204438984394073
54040a2bf2d2219daecf9bfb35d2ddf95af2586b441f3d04efd3bd399430ccb4	0.0	0.0409095026552677
3917bbf7f0e4570946270fab49a6b6c7c0dc5b7b6d3dca503b8553b3f8024ad8	1.0	0.439747154712677
ea8d3981cdbb340e5533fec3b97dcaa96fe6a7fe13f200150e3e32f0e8006259	1.0	0.3721979558467865
2176899170099f2bc530127f22c7abc3bd214d5e5eedcf66e8424d339022f0fc	0.0	0.1204389631748199
0dbbe32e7a91b11819917b1fe4900449cdc1cce7f9d2e1eade19ef214d3abd56	1.0	0.452141672372818
7c7e2073d740d9a96944b7e3fb7ca5c3e268e01d15605a22c38ca85b663cadac	1.0	0.5140355825424194
91d0034f518df68d5bd151e77d4e300c2fdda6f457527bc6ac54467409b550c7	1.0	0.5190969705581665
b02bd5934a3746be014a1a08d3ee4bd6704b59222512c750d2b6a10020c00229	0.0	0.1410638242959976
d440ae3cff52ba9759110bc3e0edf33bbbf980f1b20c7c98044fd09e2405b225	1.0	0.3615778088569641
5150ea03e16b6a98122aa04c06e0a0dc1038ba08920b1463df176aeb40a299c9	1.0	0.2542682290077209
e3798ad9c5bb5ed088cfe8e00af5a388e1d9b6c35d70ea84aea0aed3e5358195	1.0	0.2863078415393829
5ded340b241715bf70975477f25c785ba7512119dc47c47d383a01fb783db536	1.0	0.6414139270782471
eb885f53f2123a7c6a72119a31d9194d15de35b5371b8db8e6ce972159bb01f1	1.0	0.3004817068576813
be52ecc76ac308444409a79ec3ff51ed56475e8d4a6e36f0aa49d64048b322c3	1.0	0.2696099281311035
01d84f0f513e80ca51f53ce98d0fa883c5904b8ddc8745a4c7193aa9b264d4a6	1.0	0.4012649059295654
c2a74037663a15380b93dce8460cd0163d2bc1cd724bcfcae750f9654e936e0b	1.0	0.2794255912303925
a05b5db74885fac923d9108391b0ac51d4c7189f470f4d91876971594cd7c025	1.0	0.445387065410614
1cde50955c6361f9c3572d598d7bfc3c3e0c29e32dae85ecafd2b7d6c46f154d	0.0	0.2394940853118896
43dd52741508c7979f3a30d03a2ef0561ed761d1691f7a4c970735ba993fb374	0.0	0.1412841379642486
960f226fbb25b60a49ee67c621a3f327574c121759b561822df6ad3fb878f604	1.0	0.4950718879699707
88f1556954396b2160da5dd2e2274fca239072a84041e35f36cc9bfe9381eba7	0.0	0.1801904737949371
15eb6aa94e2c6a3a50a0f9f628508bd1a67f4f0eaea57926ac495a4b12e62ee6	1.0	0.3157931864261627
7748b18d9cc07734bda9e6568faf60a3b54ea391612ad11d003d0c92c62a6d9d	1.0	0.4019953608512878
ae52850f3f3c0b8613437f607ce97dae12e65e249ad9e52d47590afacbd42961	1.0	0.4472778439521789
e29393fd829d08e38a855d9201edbfb6382e9926efbe1af157c0f4b0641b697a	1.0	0.337985098361969
d4d57980f941c3c26d374fb2093381675703d74c127f8290752e4972dc71ab05	0.0	0.2649423480033874
e90b6932d58ab2c44227de768f8023eed3b2e37909c27deae9fe6890690a105f	1.0	0.7618697881698608
3b79f5a443c98d0990cba14c3df5a93b18077c83d92f107213527eb34f1f5f62	1.0	0.6069870591163635
89f132e0f6c64051ce3b7f577f1e0ebb30b24bfa2326035eb9709a26cc3e28e0	0.0	0.2068816721439361
684123673a4cac64672387532c9eba0cbeb2d4010d7b7c0385df95795d1f1c5d	0.0	0.1201610118150711
cfeaba5f208cf8c4a235a2ba417a50aec56ffcc6114b94d7437f5f4aed0a84f6	1.0	0.4490815401077271
0a18ed8fb4749f292d13e90486cdd81f6189096999d309670dbde61fa3f6c167	0.0	0.1744677275419235
debfbb50f53afc83aa4efcf6b84d7044c85bd1e948a8718feb5d2b59811b1c09	1.0	0.2611947357654571
44bae410c31b1190173a6134ef347775d6140acf43f01df095cec8cf196e64d0	1.0	0.4493930339813232
6d4e72d346d3d2ed4c1825cd1a0f183658f8d83e4e075c14800e9a55b24d45a2	1.0	0.4195085167884826
9939f5620de99f4dd8777a519d0f5a0f7739f7d1009b83eb7fa8b962e543d5a0	0.0	0.3943112790584564
cfc9401bbf79e4ce86fb42f48a9384e1f35e0a4d4c0664d1fc9de2c5b7ba5005	0.0	0.3185924291610718
c9964d98863eb2c794e8bc970c6ab8dac16a78240ef5d32fe8fe30090213a795	1.0	0.379815399646759
01659c2cc78f6efad5898628ad82b17ee0efd47832a15ed35d230b0f2bb41d2b	1.0	0.5414549708366394
2a91588c12651fc80d8c353dd04c0cd4674c3d560ab4e43fd897727a6a30786f	1.0	0.7060576677322388
de8ef01fe5e5d03baca1232c689085d776adf448b5a19af619f7e5ba5e468fe1	1.0	0.5877596139907837
4efa568d5d272c5881f37d04ab222886fb19222908f1190656e78affc186b9de	1.0	0.1434767097234726
5152975140ec58bef8a1f0fcca8db0579cbc4a705974565f8a0e7123ef0dbf02	1.0	0.4666481614112854
2bae359169e97f0dd248d8f34207400cac0631fc7791f707e3c6a136c0e1142c	0.0	0.2738581299781799
5b6b79c1d0e3b4207a2ea63080c1549dd26a8a06fc17e12c9f9e03e3d710a4f3	1.0	0.5357960462570189
4c494d2f49c9c7b1d24515ef42b4eae861d6023cb3f2079d8b1f7f192d20c1e4	1.0	0.5830153226852417
a436e64ac4b162ce2a6e593d9429f5ddd451fa3d22cea5768c58256b05cb4611	1.0	0.5682027339935303
4965a5b0b65ec521d33f14a77cda9ef605e7e5ccb5c29ecb6b9bb40a2751e5db	1.0	0.644622802734375
ebed5470772566d78fc48ebf97c3386af9f6dfead4a78295de3b03561caf4b4f	1.0	0.5830503106117249
98bb994e86bd8ece503839612418076e2e4454dfe562a3d0e7e6a987328b9352	1.0	0.2096999436616897
fdfcba005b1a0353496a41430ce5dae8dc46abc7cb75878f013e72f4c3b9dbe8	0.0	0.2974346578121185
166375a1b8561cd74e16b33e5ef388909e355023f1d7a3fd0b8bdcff7c62e62f	0.0	0.3173268735408783
74e4a2a67b58fa1d6a4a0bcc71c4442cab8fd84a1540544472b0fc561eb564e8	1.0	0.6624114513397217
3fbb87cd304214efd3e202dbad0f9b7adf23debfd58ac3ad82a40f1e58aa1bae	1.0	0.6326673030853271
6a788babfa84e4017c167a793f9a85be33c71f22a15a70b6d08a14e0d011f20f	0.0	0.4427235126495361
7a0d4ef559c1199aa317aa2327f6b5f48e56f46bba33af3290b0480385ef2468	1.0	0.5379173755645752
93c2fa183f3fac3b8c0fdb4567a7d0f9cb8efe30744ff5af84e2c311fb8dee60	0.0	0.0885286331176757
bca6078467931af55bfc7b3a030a06ff7f52d67b9d195c3d12609a7138e66e2a	1.0	0.4137530326843261
d08f802f67dcee2b13517cb01c31626d1feed2e0d4a6e991e7c13b300071b34f	0.0	0.2217120826244354
a9271bcc7c65fa5acb49b2b9f43a60b87ea5687069667531453e2ec7625c9041	1.0	0.5117412209510803
8a1e43cc5b4cc35942379afdf8379009ac18a42f52e484b1d42244bc1c9b15ac	0.0	0.3722862899303436
9e6c9c2807374008ef5892b2e00008717785a0c1d91d0cd2eaae65653ba07446	1.0	0.4040989279747009
7140638019e64579cac4c561b9f4d64299287904880536bfbf11ccd3142ebb5b	0.0	0.1385567337274551
4faf4e928a8da0b5292186dfe7418336f9633d8dddc3469155adc1d2a5256e56	1.0	0.3878533840179443
1086d054ac3a6d3c4a8213ae86cc952ce20b032ba50c8d2f63d77f415d0aab0a	1.0	0.5739277005195618
618cd72c5f9a276005878a3b9208414b337336b5d3a59a759c24720c679f1c77	1.0	0.3977602124214173
1f2cb9c466d3e245b1bd13879577bd4b04dc4e3894b32dbc4a44de9f4b7e283d	1.0	0.3708194196224213
ae32c852537549428bd72fe9b701b84fb6766a7a3cb5ee5e47f1e718b8f45942	1.0	0.4957645833492279
63c95a651b7d6c9897895fde2e14bca74e7bbfec044596ac3634fc0c72fb322e	1.0	0.2290842533111572
33c7ce6bc70494713dc3ae75010110ec5758eb7b9a901294788cc98f5f5b3054	1.0	0.2815726399421692
9e3f4d95944298992c10f75ab26c8729a89bd3a3d01f1eae042f3fe657edc720	1.0	0.5797970294952393
958c443ecb2256123111c53a327036676260753e9c1c566e1ec24a48dd1b382a	1.0	0.2758976817131042
15bf774590e6e4297fa3f7178226935412cf881eb33a3c20b9ae3a934b22d008	0.0	0.1678561717271804
d80af0d1d15c9478200a97e7c110b1026c156aa03afd7ad86972320c310df774	0.0	0.3563099503517151
a40e488634eb64ab6239b5885d419ef5c77d576777e8b1fa1e9f147a4b6104a3	0.0	0.2049731016159057
6c1f0aa0fa3f69e496c04a847518639ac5191f0dbf9c53b5dd560486584fe660	0.0	0.4448347985744476
41aee052a2487286aa264286a087a6f03b17aae9efe73a751f5995f62131d4e6	1.0	0.3768419921398163
e6e0979cf696eb4bc3dfa75b950fd99b8c3caf8355a4a116bbe532f41bdadd08	0.0	0.2263192534446716
db23bd5d55a550ae13a8fa7acf6ea416c44e4c53953aaff0f10d90acfa76d24a	1.0	0.346064567565918
315c10c103e3bad38c1a74fcc0dbce9019029ad5d7d00f7c0397d37861505f2e	0.0	0.3580811619758606
f3cd533fb330b438b7a389a3b4a5bde938bdc7f4d518478406c64b767b68d0f8	1.0	0.3654326200485229
4f8a285a3d3b56bf12b0a3821a548b2818745e19f89e12217af5d01996a631a9	1.0	0.6012781858444214
966d12f699482e544d794cf6d28b8f80f1f03ec5375ab2c936ffab230e13eccf	1.0	0.301895260810852
3c6b4c1e818a6037592dc566b51745e96df08be3ea5dd1408b559ee65d3deaad	1.0	0.7491079568862915
b7fec426d7025502fe1e64466c345d3f8a9c4b4ccb43ead9ecb3005fa1a24d44	0.0	0.167437732219696
a08f581bc279990deb0ea0499f3b26ecd5db060f53e657162f676687fb70e38a	1.0	0.5869504809379578
5bf071f4823ae6c2a293426c511fcf103ce42e63bd73369894443120391ce462	1.0	0.8127676844596863
438ea840c09d17c5665ac28944da585bebcf96164ab7d7e9c2af63e939189732	1.0	0.4775236546993256
90a2ef20e0728f3f3071ea1ddf57082d652cac4ddad858500b84e96776cb8374	1.0	0.3707168698310852
8df6c46c783127972d42f7401a8ddbc779bd72766adaa2d523a50a839213971d	1.0	0.8236372470855713
56b52e8a56b3e1289be5980d422e83a08c5f4d905dca6a43ba13f0ec501d07dd	1.0	0.4324621260166168
647d7a6ee6f250563cb3f22e21ddc519dc41d7d45ba67b535fc9240c55a3312b	1.0	0.8781402707099915
ad58646c616151e8f8e05240186a315e487bf88fd1fd6be13087a167c5277f77	1.0	0.4025951027870178
470258afb25229c7667645d4024deb7e856d25ef61cb9393d09bad946443b54f	1.0	0.4655649662017822
ce5415f929d216ea33e4b84a9a741fc6afc5e58bfc65ccc3c79bdad94044a86b	0.0	0.2059735804796219
dcd29cb46998d9e2f5da8f2aaba505503fbe75c14ad802b2f9d49a29c9000acb	1.0	0.3591878116130829
6d229f6ad696fec0e71cd8f3a75d73b4b5820d87f523cc45522cacbd86072b8b	0.0	0.2718307971954345
14d845e3b44a33dcce8eb0e57a263e1dab05a508c08d1b02b1ed1cb5537026a0	1.0	0.2333572208881378
7bf7b586d4300ef35d21e0364806b607a92e18b4301a4fa40cd916ea03ce28f0	1.0	0.2338207960128784
b49362cb571f74b945814920805e96101e306bb1c87408449d3d23c89c48b6dc	0.0	0.4299118220806122
513b73789dcfbe15573abfb35739757812f96b22071f02f4efce5f5c4e4619df	1.0	0.3981687426567077
46690c0798aec491606df3867f5d43ca0f99254ee506b800e31a1da4c0985703	0.0	0.3783483803272247
c8644a68cb5f5c8d416d95ab5669f560665bfa8f3af4c6fb375b6c7cb23f568e	1.0	0.3643125295639038
275e9c211a2480191e8ebfecb7097a5b3e8c5d7af3f982473ea25019ab274702	0.0	0.1593616902828216
d1da99fb87d827efbe58c1370ba50a6bf64d41fe00366fc5845ebd815041dbba	1.0	0.4858854413032532
5be7ad9ea8b8f19764350650c4e3d380096722becebf023c68a1807215b60db3	1.0	0.4004684388637543
c6202d2e2dc35a1b86d3bef25dc8e2d0ce7ca79dd20e1445aee80ad33c8c5610	0.0	0.3303391337394714
08f61ab2cff6ddacdc78ae95a7b6466b2df9142d015b301420686ecd828ed038	1.0	0.391931414604187
128d1deed6394d2a9af51bfbb944e54f3978a4318d45a80e01b86e6591ba0163	1.0	0.6923708319664001
d526310d9fd92b5a439d1a8f638eae7cd373527db0aa2ebc4f10cf5e751d8588	0.0	0.3251433670520782
47e222df632f536cab546bf2bee5aa485a3826835e13a3df22518e0f9c94c2bc	1.0	0.3748135566711426
9b05cdbc6173582dbd67c265560a4fcfc49e91bdd3125b43e424676c359185cc	0.0	0.2943457067012787
3fa05e7b9752b4e3ea3c34208f6de8873d9186fa6cdb505ec12a2fcf8d0208ed	1.0	0.4333949983119965
d45e6d6c24ed8e52b747ba1fc9850647911aa49a1245a49b0cdc8d6bee0b1b32	1.0	0.2803983688354492
9fff8a6aaf3278b7886508eeaff9aaccaaa14b3b6c73c26b37441ba833b21152	1.0	0.5462681651115417
e5ce48de07c09841906c4215a37f5c50b9d6b6fc90d67e9324d145e6412830ce	0.0	0.1847966313362121
cadcadc1131163fbe413e1c31ae7a4b1b4002be81b2269c62ea2f46245793a9c	1.0	0.2163743525743484
e9473feb27f66936c656c3b92cf42167a3808a57a201905b31dd82e74ee61cb3	0.0	0.1498906314373016
f429eb018d86223e40a3e0df6a3ea4572e6e52aa6ef7aeab8ce354684b8a25f4	0.0	0.3665010035037993
1690dfa58962e6393ac13241b820e2271d686ca178dad62ed8c63d307b66a556	1.0	0.2956961393356323
c46b591fe84c53b2cf9225a0f01df7dfdf93c2f11dff53ed873c146556f3dd2d	1.0	0.34588223695755
4878d2274154e00f2e6c7695f1cb669c6de163044f57976c734e416866839fea	1.0	0.2210985124111175
f8f9b02e6d44b33de242395c586579cf6d3445a586883045bff2a40d699a0801	1.0	0.4457806050777435
31d9cb0c2419835499044b3722d1b10b6d408ec9718a3838424ea05189c79989	0.0	0.3237912654876709
2106c05ebfa6936dcf1fab61bb3df3445001e7b7cd2c32a83b1f5b52a9ac8e42	1.0	0.3042500615119934
d603fb535402f6636c8501a379b7fa0de2f50c5759821e113806f41690b2e724	0.0	0.2037895023822784
1f6228522cfc42a8ca478cbfe421358ff396485a256289ac5a89515454f9a757	1.0	0.5349303483963013
76cbe98e52d3d55bc310a3c242d8a4b051d25f9732fbecaf0637686801828c9c	1.0	0.473900318145752
6320f41adb1a95f4e2524f0a79d6df0b724b9a83be47b423c90b818907033b8e	0.0	0.3708301782608032
ee0e376d4eaacf4c9236eef766c1015bc456cb147f2a73b7b6b18f119cba7fbc	1.0	0.3965038657188416
3b388269abb0a248889ebc5856aa8def8a56dade9e074cc4df40cc00f3c075fd	0.0	0.3656469583511353
ec76856cb97ed2a76f9f94aaac4ce45ea8bdb7f0398a29fce873bf42ba2ade1c	1.0	0.2297156006097793
2f31977841615b6d253daebf4668565b3197508d40a3e659b7fc451e15354739	1.0	0.5867938995361328
71733def61cd8641d699fd21b45cbd3d6305df538982484e0f035bfa4b557367	1.0	0.38779217004776
8d70f7bba45528134f3b84fa36f9ed8ed5f9ef2bfe37818362e15e717f377b83	1.0	0.2986713945865631
5c2800e037e11818a559b7f9a89706cb8bf83e4aecacb7f6c2532c7f2ad2165c	1.0	0.203087642788887
d6f124156e6929aa92f8f4fac47e97abd7c61a16939710a5e1d891119670bda8	0.0	0.2368389219045639
9e120d35713de420366703a216d6ce8cc57f8555003edcbb6fcdeab5dff56502	1.0	0.3835961222648621
8927ecf0954139928c9ecf7617768c6cbee1a1886b4792e019c12f18eb69a273	1.0	0.3777870535850525
8042b3526f89bea392b298458e3e185aab9550db95d15673730a136992c383ad	0.0	0.1260316222906112
bae28a1695c585b9e69ab0016c1292a6a66a0ca5ec2c4914717bcee94dd83e47	1.0	0.2982242703437805
b6ef75ceca8ba6c01a1c89e3700a3d5bdf49b65eae3e14f792543e7759934ab8	1.0	0.4189896583557129
3c2a38dd000555ad345e10e8a34aee91e87a3b0aa725618ae8a5e96416fa9a8b	0.0	0.1353150755167007
91b48c2029b1f43a571daabfaa630452d62cd60892c057b568fe00eb2d599e95	1.0	0.5420071482658386
5d08e159a69b47838364885a8b942abfc5e973c504badba18dcc8df9cdee3751	1.0	0.3381509780883789
6574d01e8fa2983ca2a4e0fb536a87ba6fc0fed3a477de731fbfa3e0997bd99d	1.0	0.5185890197753906
