SOURCE	UEN	CLUSTER_DEFN	OR_CAT	EMP_SIZE	REF_YR	Age_Band	SSIC	WEBSITE
ORBIS	3b84380b8dbaa1fc0db33ab9d37400e73119c9db55267491296700e01ff1b11e	17 Finance & Insurance	03. 1mil -<= 10mil	02. 10 < Employees <= 50	2023	01. <= 5 Years	64202.0	redhill.world
SGNIC	524fc559d07c15c2e0125370229345225749e2c628dfc1d3cc935b9223c2e406	11 Wholesale	06. 10mil -<= 100mil	04. 200 < Employees <= 500	2023	05. > 30 Years	46437.0	EYAMAHA.COM.SG
ORBIS	07ba3fbdee14e8ba658019ef074792b265bf9f38fe257b59f454a15581cb8acc	21 Other Services Industries	01. <=1mil	Missing EMP	2023	01. <= 5 Years	86909.0	amazingspeechtherapy.sg
ORBIS	f941b28760b48919b1ab26a26362c59dfde2c2c9d565823041d9d8a606f7fb33	19 Professional Services	01. <=1mil	Missing EMP	2023	03. 10 to <= 2	70203.0	www.cristalhospitality.com
ORBIS	e9f185187839de44ccddfd66e2be3fe3b265f9d3e69dbb7cbc60ecda03f99177	13 Transportation & Storage	03. 1mil -<= 10mil	02. 10 < Employees <= 50	2023	02. 5 to <= 10	52292.0	www.tradewinlogistics.com
GMAP	6975319295511f9f3f002c41d68f55c1069a1d8398877cf82f79879c1dfc8e2c	01 Manufacturing	01. <=1mil	01. Employees <= 10	2023	03. 10 to <= 2	18122.0	www.processdigital.com/contact/
ORBIS	6b78ab3aaedf9d3acbcbbf30fedcf589e5e9bb9389988ec7ad9261430faf98d8	11 Wholesale	01. <=1mil	01. Employees <= 10	2023	04. 20 to <= 3	46424.0	www.unikkessential.com
ORBIS	03c05f96c521ca2310fd5de88ef39c7c969240a563edc4a857d067dd52ffab34	19 Professional Services	01. <=1mil	01. Employees <= 10	2023	03. 10 to <= 2	71124.0	perfectwatertech.com.sg
ORBIS	3c577033e9431f9455095dc2ccc9e8b9296d7baa158c0e52ee9131d9ce0ebacb	16 Information & Communications	01. <=1mil	01. Employees <= 10	2023	01. <= 5 Years	62011.0	viagoo.co/welcome
ORBIS	3b1066a4c5747ad0bc53e7c712a0c0f7d876f055695917c0335a42c3fb58a1cf	19 Professional Services	01. <=1mil	Missing EMP	2023	03. 10 to <= 2	70201.0	www.manjaroresort.com
ORBIS	b7d565361fc2a83abda3610749ec70d8beae31cdaf63784ac57ba66a88b547f9	02 Construction	03. 1mil -<= 10mil	01. Employees <= 10	2023	05. > 30 Years	43905.0	www.teambuild.com.sg
ORBIS	7f868497cd86731844896fcf28846adbb439ce070fe490a3067bc1cd3cd482ee	11 Wholesale	03. 1mil -<= 10mil	01. Employees <= 10	2023	03. 10 to <= 2	46620.0	www.kineticsindustries.com/contact-us
ORBIS	ff7a51922873b3896bfacdcbf54e1c0ac979f7754d472a1df7b8abde9577a54e	20 Administrative & Support Services	01. <=1mil	Missing EMP	2023	02. 5 to <= 10	79101.0	sinoelite.com.sg
ORBIS	0d5ab80a1fbf83ae3c822b73fa9b4953ca9471499df0f702a54fac7bfcbecea5	16 Information & Communications	01. <=1mil	01. Employees <= 10	2023	02. 5 to <= 10	63119.0	www.smartsolutions.com.sg
ORBIS	78b3d6404a61b2dd255a639c3de4c2dd06c47875cba2087e9e9d4fc91d81170d	20 Administrative & Support Services	06. 10mil -<= 100mil	02. 10 < Employees <= 50	2023	03. 10 to <= 2	82301.0	www.image-engine.biz
ORBIS	12657031a9db4706b7b8c5612df8b9838ae81f4a61892a7d26d0f4cf92b9c279	21 Other Services Industries	03. 1mil -<= 10mil	02. 10 < Employees <= 50	2023	03. 10 to <= 2	88911.0	starlearners.com.sg
ORBIS	95f63a2fa724faa99a04d1380ba5dd6bde7eed4b345b6706057d718135f79324	11 Wholesale	06. 10mil -<= 100mil	03. 50 < Employees <= 200	2023	05. > 30 Years	46599.0	www.klenco-asia.com
SGNIC	74fd35d8661aa14647c8697b4998fdf99895ee9fb3500a791f0008440c269157	15 Food & Beverage Services	03. 1mil -<= 10mil	03. 50 < Employees <= 200	2023	03. 10 to <= 2	56112.0	UNCLEPENYET.COM.SG
ORBIS	7991ce067a7bfc6540a9b98ad045c669b6f5f04327b7b0ddbdabda9669a93f4f	02 Construction	03. 1mil -<= 10mil	01. Employees <= 10	2023	04. 20 to <= 3	43309.0	unifor.com.sg
ORBIS	ceae433c8dee3a2383c603fa129482a58064f80567ed94c5c44569c7c67a2c72	21 Other Services Industries	03. 1mil -<= 10mil	Missing EMP	2023	02. 5 to <= 10	86201.0	www.wellcollegeglobal.com
ORBIS	03c6a4b4f72754988c1c981df8e453adddcb4f5ca8fc70d02a76168fced9c33c	19 Professional Services	06. 10mil -<= 100mil	02. 10 < Employees <= 50	2023	02. 5 to <= 10	70101.0	www.1st-sponsor.com.sg
GMAP	0eb24d63081db529aa0d48b2e8c4d1187250ff7ccd98f894b25b01f292782f5f	21 Other Services Industries	01. <=1mil	Missing EMP	2023	02. 5 to <= 10	85409.0	www.holisticpsychotherapy.sg/
ORBIS	b721e57b0fa095bd1627ed55564a044b3b2bc3ee7d0517267bfac18bd7ee3f2b	17 Finance & Insurance	01. <=1mil	Missing EMP	2023	02. 5 to <= 10	64202.0	www.ascendas-reit.com/en.html
SGNIC	e2babdc751d2708748a0f4411a6a21e35f49aeed3d0b9fba7189a38ac9a5a725	19 Professional Services	01. <=1mil	Missing EMP	2023	02. 5 to <= 10	69201.0	NLS.COM.SG
GMAP	889a56dd06f7b297c85d15babfc72b961d6bf81504771837629fa5da12cf3e8c	01 Manufacturing	01. <=1mil	02. 10 < Employees <= 50	2023	04. 20 to <= 3	10750.0	https://www.agri-biz.com/companies/teck-shin-food-manufacturers-pte-ltd
GMAP	c619427040fc24bde840afdfa8376d02c2c3f11c1e1976d7dce60eda9a45ce54	17 Finance & Insurance	01. <=1mil	Missing EMP	2023	01. <= 5 Years	64202.0	www.generalatlantic.com/
ORBIS	6e693c697d3d8b975197d416b36ceba2cfdc6eb51cd84fda49ca4cd2ca49f68b	11 Wholesale	03. 1mil -<= 10mil	02. 10 < Employees <= 50	2023	01. <= 5 Years	46900.0	getecha.com
ORBIS	2899c19cf480165fe4323f58e9278d7975f8bdfd6da58880f9b375e8e87f3ffe	02 Construction	01. <=1mil	Missing EMP	2023	04. 20 to <= 3	43301.0	www.chaplindesign.com
ORBIS	b7bbc85164d456fd6ea36ea3f6adea4483b9d24c66d1e5d7e7a6011b1d07ecd3	18 Real Estate	01. <=1mil	Missing EMP	2023	03. 10 to <= 2	68106.0	sunteccity.com.sg
ORBIS	7f4fa570c7520dd39dce18ea033a2c0bb96467604476a528ae6b6a7290c1f6f1	19 Professional Services	01. <=1mil	02. 10 < Employees <= 50	2023	03. 10 to <= 2	70209.0	prestigefiduciary.com
ORBIS	683aa2351f8b7f550e83e4f440aec1857bef4963b60abe53782413f44077a45c	19 Professional Services	01. <=1mil	Missing EMP	2023	01. <= 5 Years	70201.0	xeniaconcepts.com
ORBIS	30b6422d2d8423827145f91acae4fae4a07b95fc8bf315fcc55c02f76b2346ca	17 Finance & Insurance	03. 1mil -<= 10mil	Missing EMP	2023	04. 20 to <= 3	64202.0	www.capitaland.com/international/en.html
ORBIS	2dc93a9edf440353e72f5928cef89105669d39c58c560815e64fb98f286bc364	16 Information & Communications	01. <=1mil	01. Employees <= 10	2023	01. <= 5 Years	62090.0	www.roambee.com
ORBIS	8d4af0108e578345e791fb4a402c7f227da532c0d92bb6afc5f7a4a40fda29af	12 Retail Trade	06. 10mil -<= 100mil	04. 200 < Employees <= 500	2023	02. 5 to <= 10	47101.0	www.littlefarms.com
ORBIS	4b4cdaef2d24c5622e81626068fa61913f0fe6cb1ba0a069bc5c6cf204b5d37f	20 Administrative & Support Services	01. <=1mil	01. Employees <= 10	2023	04. 20 to <= 3	81211.0	suaconsultants.com
ORBIS	62d2fbd624ef13588e367ffc3edfa83e08bca1ba04d605c96c10cd51fd29b6c0	17 Finance & Insurance	01. <=1mil	Missing EMP	2023	04. 20 to <= 3	64202.0	www.businesstimes.com.sg
ORBIS	b6efadfb79f0b5341e676a62924e45df291d22ff2ce9fa007011d9ed77698d00	16 Information & Communications	01. <=1mil	02. 10 < Employees <= 50	2023	03. 10 to <= 2	61099.0	www.harmonicinc.com
GMAP	a2cacc0f5011f9d7b01e1c228f128cebc121c97c3422778a0a9ab86a4f583b54	21 Other Services Industries	01. <=1mil	Missing EMP	2023	02. 5 to <= 10	85409.0	www.ispeak.com.sg/
GMAP	be37b23bac057bb33d1d18f435e4a9c39ba8f4d7e33a81562d48498f6d8e3557	17 Finance & Insurance	01. <=1mil	Missing EMP	2023	02. 5 to <= 10	66306.0	www.sgpbusiness.com/company/Inovaxia-Pte-Ltd
WORLDORGS	46f8499939e68fd55c099133a1864a8b08c6ef7a399ab79bde2fd1ad76f54466	11 Wholesale	01. <=1mil	Missing EMP	2023	05. > 30 Years	46521.0	https://www.facebook.com/magstrengthpage/
ORBIS	d26df56999b7e89690339860e7cc0c75e57c51ea5aa941e8ab6e63707ba17cc7	11 Wholesale	01. <=1mil	01. Employees <= 10	2023	01. <= 5 Years	46900.0	hallofgadget.com
ORBIS	02f49cab93fe409b3eec37039bd67be9d230b0b024f1df6dc49a6cc5dac7f0e6	15 Food & Beverage Services	01. <=1mil	Missing EMP	2023	03. 10 to <= 2	56130.0	www.bullandbear.com.sg
ORBIS	2cb438b6cd1951e452ebca9b9fcf0c1b3f2a0518ef8cb11397c57c5bae0666da	16 Information & Communications	01. <=1mil	01. Employees <= 10	2023	01. <= 5 Years	63201.0	www.bedokpoint.com.sg
ORBIS	787769d771686a2b1f1a7be77dc1303a363d99b0e0d1e9373f64e1d40a7ee302	12 Retail Trade	01. <=1mil	01. Employees <= 10	2023	02. 5 to <= 10	47630.0	mybikeshopsg.com
GMAP	cc4decfc99a61f222bec2f91d242dfdb9e0dfed4e810d87a807a96dd7839433e	16 Information & Communications	01. <=1mil	Missing EMP	2023	01. <= 5 Years	62021.0	www.gp.com.sg/
ORBIS	0bf6feac33db8ec0b84803111de225d51b7ad404cd048fc2fd75e440ddf4aec2	14 Accommodation	03. 1mil -<= 10mil	01. Employees <= 10	2023	04. 20 to <= 3	55900.0	dimensions.edu.sg
ORBIS	5acd522bd5346cbc8d7980e42bbe377d05d5b78cc78e30715b85543627211da2	02 Construction	06. 10mil -<= 100mil	03. 50 < Employees <= 200	2023	05. > 30 Years	42201.0	www.bca.gov.sg/bcadirectory/company/details/199201563h
GMAP	d0f6c003dc267cf5a09ad0981ba9bca73929776dfda286b2c776e1a1434e6d67	11 Wholesale	01. <=1mil	01. Employees <= 10	2023	01. <= 5 Years	46900.0	http://www.stabilus.com/
WORLDORGS	bff1c805fd97466b4fb4c16695df7b0b823cf47f89457938ba8637cc3f66f9ad	20 Administrative & Support Services	01. <=1mil	Missing EMP	2023	02. 5 to <= 10	77101.0	http://www.facebook.com/driveworksg
SGNIC	19c93590f194db4dfed73ae2672401ccd07953c74cfc73b77e1b2024d86c655a	21 Other Services Industries	01. <=1mil	Missing EMP	2023	01. <= 5 Years	88999.0	ACCEPTANCE.SG
GMAP	c2492d34044c7f957f0f82dc9cb59f55ff44e02a5d53af9f9fa4ca20e4fbe0e2	17 Finance & Insurance	01. <=1mil	Missing EMP	2023	02. 5 to <= 10	64202.0	https://dtec-industries.com/
ORBIS	a71222af4ebadb8164491b6430f3eb88384d1d215a9f2032afe331562594e71e	20 Administrative & Support Services	01. <=1mil	01. Employees <= 10	2023	03. 10 to <= 2	78103.0	www.nurmaid.com
ORBIS	40c656821024d076616635ea337380c5ff1a766129ae9475a5be252683861c97	21 Other Services Industries	01. <=1mil	01. Employees <= 10	2023	03. 10 to <= 2	94993.0	italianlanguage.school
ORBIS	9d5eb732ef505ba419299e6858496cb7392c1415e9d30a409a80fe3671449eea	16 Information & Communications	03. 1mil -<= 10mil	01. Employees <= 10	2023	03. 10 to <= 2	62021.0	komstadtsystems.com
ORBIS	17ca11477b650f2614cfb2bb76bee6087152ac51ca7d12376f45e4f152199df0	19 Professional Services	01. <=1mil	01. Employees <= 10	2023	02. 5 to <= 10	74200.0	www.antelopestudios.com
ORBIS	0ed45538043ff02f91648565c4cdc13cbed877fa8dda7f8dfb6a165f2af83e7b	13 Transportation & Storage	08. Above 100mil	04. 200 < Employees <= 500	2023	04. 20 to <= 3	50021.0	www.apl.com
ORBIS	6ce6b8077eb9a9e47490aa4c7e447e65ffaf7ed638aadd0882babe08d62b5118	19 Professional Services	01. <=1mil	Missing EMP	2023	01. <= 5 Years	74191.0	leegroup.com.sg
ORBIS	62d757e79a69e50eb0244a080fc0d4d85ee2667abb30d7594fe1bd02730990bd	17 Finance & Insurance	08. Above 100mil	02. 10 < Employees <= 50	2023	03. 10 to <= 2	65124.0	www.axiscapital.com
ORBIS	e10dce0d30d2a990f978389b0fc6bac265add3856fcaa47a4d6e26c10f3d5383	17 Finance & Insurance	01. <=1mil	Missing EMP	2023	01. <= 5 Years	64202.0	galena-invest.com
ORBIS	f0e2f7c46cba12658a2242bf19c91719b19a05b5b20ad927898f465401783c74	13 Transportation & Storage	03. 1mil -<= 10mil	Missing EMP	2023	02. 5 to <= 10	52292.0	www.athena-logistics.com
ORBIS	a4ced8ab1835d6bb2949b56ad97513c3016a975c3f3acf4836e46ed6206cc370	19 Professional Services	01. <=1mil	01. Employees <= 10	2023	01. <= 5 Years	72104.0	www.senzehub.com
WORLDORGS	3baeac86750db33e725d34b3006dae3a3b277c10da461f7f2efe3ce95076aa1d	12 Retail Trade	01. <=1mil	Missing EMP	2023	01. <= 5 Years	47711.0	https://www.instagram.com/candlecouturesg/
GMAP	9c594e5578bee9d94b94f285c0f8d23f6c529a987679b0c1dfd206cefbf228db	11 Wholesale	01. <=1mil	01. Employees <= 10	2023	02. 5 to <= 10	46900.0	kimwinautoparts.com/
ORBIS	3a0f5cf8ae12d701ac10e091c1b70af2f25f992d79a10d3c017c2a9ec5cfb550	11 Wholesale	03. 1mil -<= 10mil	Missing EMP	2023	01. <= 5 Years	46303.0	www.bitzergreenpoint.com/en
GMAP	4c3b98491a7abf1b9bf6279529480c7df9b73759acb96dc6eb43340e9d0e46bc	02 Construction	03. 1mil -<= 10mil	03. 50 < Employees <= 200	2023	03. 10 to <= 2	41009.0	www.bca.gov.sg/BCADirectory/Company/Details/201021265R
ORBIS	2a44347350d7e66979da87536a0b375559b8eba38fdabd3fd35609779fa48af1	21 Other Services Industries	01. <=1mil	Missing EMP	2023	01. <= 5 Years	90009.0	www.eightmercatus.com
ORBIS	587af74d77c6a742b26e2e7ac5661a41b2c4d58ad5d12147d9b0c23fdf178931	20 Administrative & Support Services	01. <=1mil	01. Employees <= 10	2023	02. 5 to <= 10	77109.0	maplefrt.com.sg
GMAP	3bce04193b2a9effc6d5044e025258cb4c5c48ca38836ac78d0c69f6f3fb8275	17 Finance & Insurance	01. <=1mil	Missing EMP	2023	02. 5 to <= 10	66192.0	http://www.asialinkrealty.com.sg/
SGNIC	2715cffc2e69368c2664aff4a63fde98ddd2d068d2768e0eede346f2cd098172	21 Other Services Industries	03. 1mil -<= 10mil	02. 10 < Employees <= 50	2023	02. 5 to <= 10	85409.0	www.sbp-academia.com
ORBIS	2c883f946425f978abc15a163c901cd4983ac5adcdc26b77c6ce008554ac656b	21 Other Services Industries	06. 10mil -<= 100mil	Missing EMP	2023	03. 10 to <= 2	86201.0	www.thomsonpaediatriccentre.com
ORBIS	669c1927f57d6b116c1c81551c0fe0efcd69eaf1e6c93d13354b87e53965db44	21 Other Services Industries	01. <=1mil	01. Employees <= 10	2023	03. 10 to <= 2	96024.0	botanique.be
SGNIC	3c554ec4e6a8e3bd2b3bc714bdb37a0a671bb574a6680c188a86b42fcaef113f	15 Food & Beverage Services	03. 1mil -<= 10mil	02. 10 < Employees <= 50	2023	01. <= 5 Years	56121.0	GOPIZZA.SG
GMAP	f410af5c3f94eb1206400b1bc15811b38d464702c35a4512b862084bd6999758	17 Finance & Insurance	03. 1mil -<= 10mil	Missing EMP	2023	05. > 30 Years	64202.0	https://www.markono.com/
ORBIS	875f3e0a5e749f138319bf0a75b5788ac1de13f08a57783bc19556dfe3ffab7c	19 Professional Services	01. <=1mil	01. Employees <= 10	2023	02. 5 to <= 10	74192.0	livelygreen.co
ORBIS	dca8ff1321b997f33646b0c89a977ede6550a5fa45d7d24f3949baa02dcdb046	16 Information & Communications	01. <=1mil	01. Employees <= 10	2023	01. <= 5 Years	62011.0	www.bigo.tv
ORBIS	1f15b6f30f45518a3de751eba4b2b26b43253380fb33ef8a41b22c46506c7084	11 Wholesale	01. <=1mil	Missing EMP	2023	01. <= 5 Years	46424.0	tps.ltd
ORBIS	5921847df2dbdfed0bcc5c41ca190ddcd27b7960ba9c332f3ce0fcb1b32c4a4e	11 Wholesale	03. 1mil -<= 10mil	02. 10 < Employees <= 50	2023	03. 10 to <= 2	46592.0	biomedix.com.sg
SGNIC	0af37b9685cc0a15ceded43cbce8443bce6b26c56c8712d1762544721e3d5972	19 Professional Services	01. <=1mil	01. Employees <= 10	2023	03. 10 to <= 2	71121.0	www.bca.gov.sg/bcadirectory/company/details/200702453k
ORBIS	1863a09f606699b40c387f082cf486d476933b6f6dc3b7323101ea74d4e577e7	21 Other Services Industries	03. 1mil -<= 10mil	02. 10 < Employees <= 50	2023	03. 10 to <= 2	96024.0	herbalfootcares.com
GMAP	0e456cfd348f1d5f0574a22cdf6310783d9f4078c31585b9627e23a478959b2d	15 Food & Beverage Services	03. 1mil -<= 10mil	02. 10 < Employees <= 50	2023	02. 5 to <= 10	56200.0	ldelicacies.com.sg/
ORBIS	992c387ba608dbcd2ba5c75753e37b3f3842f95a8c79a2998ad88833f32713a3	02 Construction	01. <=1mil	Missing EMP	2023	03. 10 to <= 2	43301.0	www.studio.associates
SGNIC	f280d818451bcaa8f1b6f251d9ea991f3ab1d95b5a8cc2f83ad60112e8feede3	16 Information & Communications	01. <=1mil	Missing EMP	2023	01. <= 5 Years	63202.0	PHANTRAL.SG
ORBIS	5503ae9554ff93c56cff75263eedb76c94a1241190f1e3b8d5a436f0848b4d5a	19 Professional Services	01. <=1mil	Missing EMP	2023	01. <= 5 Years	70204.0	leadback.co/index.html
ORBIS	f6e117b2783126dc66ca20f7e4b002413ba8ad6928656230734a0a4d9bdf0a8d	21 Other Services Industries	01. <=1mil	01. Employees <= 10	2023	03. 10 to <= 2	85409.0	smtcglobal.net
ORBIS	e954a49325aa74c6bdb18f9592d66c79437c53d254e87917b86971801c5b5bf6	02 Construction	01. <=1mil	01. Employees <= 10	2023	04. 20 to <= 3	43301.0	interiordesign-renovation.com
SGNIC	c93374a3c30bd572c57fb51e082afbdc15f62db5afc001912f93b0812e458c8f	15 Food & Beverage Services	01. <=1mil	00. Non-Employing	2023	01. <= 5 Years	56111.0	SAMPANMAN.COM.SG
SGNIC	056cea6ff1c799ef93beb80c6f14cb0773ebf54a419fd67c73068ea63c3651bb	18 Real Estate	01. <=1mil	Missing EMP	2023	04. 20 to <= 3	68103.0	8BADMIRALTY.COM.SG
SGNIC	ff10c152fedd15b6772f03328107737b4a7cf7849815cfd08f4fa321b9d0578f	19 Professional Services	01. <=1mil	01. Employees <= 10	2023	01. <= 5 Years	70201.0	BACKDOOR.COM.SG
ORBIS	5876bec3a35f17fbcb775ff63b4d17f0c897904866d562c7a10aa2e1a46f6def	01 Manufacturing	01. <=1mil	Missing EMP	2023	02. 5 to <= 10	32901.0	us.creative.com
GMAP	154c9b490a892900f8efd21fe7052afe3a276562c77cbcf17017a7a1cc01306c	02 Construction	01. <=1mil	01. Employees <= 10	2023	02. 5 to <= 10	41001.0	https://www.bca.gov.sg/BCADirectory/Company/Details/201317517H
ORBIS	a6b69b8e00e658f5370e28b33cb0a5f65f81c69e810ad1c9bf97b29f34f94bbf	16 Information & Communications	01. <=1mil	Missing EMP	2023	01. <= 5 Years	62021.0	www.ecgit.in
ORBIS	7897fb840fe62a840334b1ac919afb30f056571d3d35522fcde6262bc39ffc62	01 Manufacturing	03. 1mil -<= 10mil	Missing EMP	2023	02. 5 to <= 10	30110.0	www.84divers.com
GMAP	b45bc12b6914fcf5ee286feccefad1d78841ad672c436a2bc6b75f1224407920	01 Manufacturing	01. <=1mil	02. 10 < Employees <= 50	2023	03. 10 to <= 2	30110.0	http://guanjoo.com/
ORBIS	1cde50955c6361f9c3572d598d7bfc3c3e0c29e32dae85ecafd2b7d6c46f154d	11 Wholesale	01. <=1mil	01. Employees <= 10	2023	03. 10 to <= 2	46900.0	www.insing.com
SGNIC	68064ac2141f242303f6a191780f68a58a29c974bc6bb23df6d3009947456815	15 Food & Beverage Services	03. 1mil -<= 10mil	02. 10 < Employees <= 50	2023	01. <= 5 Years	56111.0	KIWAMI.COM.SG
ORBIS	901c229c90603448f697f452338240a480757df7602be12185142fd55d347970	16 Information & Communications	01. <=1mil	Missing EMP	2023	02. 5 to <= 10	62011.0	www.activeoo.com
GMAP	afd531c53c0a6775d14b28842d5ee6acae050c7a10e8d3d824ce5e804c85d8c4	21 Other Services Industries	01. <=1mil	01. Employees <= 10	2023	01. <= 5 Years	85501.0	http://www.sparksystems.sg/
SGNIC	a5fba3df40dd9857001d2ff3e5ab91637b75a424d0c3db72821c8589bf5805f0	11 Wholesale	03. 1mil -<= 10mil	Missing EMP	2023	02. 5 to <= 10	46522.0	RELIER.SG
SGNIC	20fd33948243aad4e2f6d7f6f082a7e79476afa094c8c3ebc9d36c4f3462295d	19 Professional Services	01. <=1mil	Missing EMP	2023	01. <= 5 Years	70201.0	ANTITHESIS.SG
GMAP	728ee29a4eb8ef09ff2965474880f890c5f4ca11e8a8fad4832cdb2daaccbce0	21 Other Services Industries	01. <=1mil	Missing EMP	2023	03. 10 to <= 2	96021.0	www.salesable.co/
SGNIC	99acca1e96053bc437d39e96d8c02275c119deedc97dc681402b2592854f8936	11 Wholesale	01. <=1mil	Missing EMP	2023	02. 5 to <= 10	46100.0	GIGROUP.SG
ORBIS	3f2536092726bbec3ce9cac11c96d1c9a089a1b96f99e4aa0d75f9f38d51fe3e	19 Professional Services	01. <=1mil	02. 10 < Employees <= 50	2023	02. 5 to <= 10	74199.0	www.innoverde.com.sg
ORBIS	2eea6de5d3a604fc807d040108c05d7440f7edf437a3b84d37d82c2b72fe9f82	12 Retail Trade	01. <=1mil	Missing EMP	2023	03. 10 to <= 2	47411.0	www.voxglobalcomm.com
SGNIC	07bc451f5768e5e5241a7eda069cf0c4b88fcd6d91f2b8cc489ecdf2255c7974	11 Wholesale	03. 1mil -<= 10mil	02. 10 < Employees <= 50	2023	03. 10 to <= 2	46522.0	www.hioki.sg
SGNIC	881e246c962c9a62a152bb8d4825a4316e7fda5cc61858319c99fe228231c92a	21 Other Services Industries	01. <=1mil	Missing EMP	2023	03. 10 to <= 2	85509.0	BEAUTYFULMINDS.COM.SG
ORBIS	f695a62fe8f4c0d97062ad197a621a553f9ef606bf9bfda33c1efef483fadf68	20 Administrative & Support Services	06. 10mil -<= 100mil	03. 50 < Employees <= 200	2023	05. > 30 Years	81299.0	www.lianshing.com.sg
ORBIS	0fe3db414b4210410c20e7b3cdaf507d97e1ed2f55c32ef80849503c66b20e8f	01 Manufacturing	03. 1mil -<= 10mil	02. 10 < Employees <= 50	2023	05. > 30 Years	18113.0	www.azone.com.sg
ORBIS	00af943404a5bf4a9d17824a175ffa6cb997f70b3cdbcde62ea1f7aac1c58d6e	17 Finance & Insurance	06. 10mil -<= 100mil	02. 10 < Employees <= 50	2023	03. 10 to <= 2	66121.0	www.tdameritrade.com.sg
ORBIS	a3314e934d70ef29a9f1e37b1e039e8b89590761dae7325c136e9579710d260f	17 Finance & Insurance	01. <=1mil	Missing EMP	2023	03. 10 to <= 2	64202.0	www.venture.com.sg
ORBIS	899c8d27b424fd43d484f3289e70c8f38afcd2c957726ed86fc16cddfa320fe4	12 Retail Trade	01. <=1mil	01. Employees <= 10	2023	05. > 30 Years	47742.0	www.framemaker.com.sg
ORBIS	7971f33856dba8d77f5780cbcb929598d4fc4a1d19422e5a673dca662e255064	13 Transportation & Storage	03. 1mil -<= 10mil	02. 10 < Employees <= 50	2023	04. 20 to <= 3	52222.0	www.batamlogistics.com
ORBIS	c919ce8ed035f4a4e33b5d588a5e7c34de4d4edd6d4c4f4ee09959c5c4741231	02 Construction	01. <=1mil	01. Employees <= 10	2023	03. 10 to <= 2	43301.0	grmbuilders.com
ORBIS	dcb039d830cdced37bb308205d0c3bb0e4bd879db953d3f32b7061f4f0eea5ef	20 Administrative & Support Services	01. <=1mil	01. Employees <= 10	2023	01. <= 5 Years	77109.0	firstaccess.com.sg
ORBIS	f90cfa758cee0a11a5f2d101c6b477d609539b65983af5233b8a664c4d5d1eb6	11 Wholesale	06. 10mil -<= 100mil	01. Employees <= 10	2023	03. 10 to <= 2	46303.0	futurefoodasia.com
ORBIS	7231148992a7d7265d1f5876e0580c242bc1d3bde5cb4214eafa3a9528c534ce	20 Administrative & Support Services	03. 1mil -<= 10mil	02. 10 < Employees <= 50	2023	02. 5 to <= 10	81291.0	www.incpest.com.sg
ORBIS	a2aacacd9cacb3688cb6b0cdf3f8047ef2e75b3d523d3c88864f1a83c72ca8a1	12 Retail Trade	01. <=1mil	01. Employees <= 10	2023	04. 20 to <= 3	47214.0	healthtrends.sg
ORBIS	4c4aee37b6a28e70902c2e0aef95d218e9c5b3fb9ad191d3b934d19dd70b64ae	19 Professional Services	06. 10mil -<= 100mil	03. 50 < Employees <= 200	2023	02. 5 to <= 10	69201.0	osome.com/sg
ORBIS	4dc4604417f2e1a2f9b6a61134d01d77f27e38fd80d64562dcb0bfe0e814ea8d	21 Other Services Industries	03. 1mil -<= 10mil	Missing EMP	2023	02. 5 to <= 10	95301.0	bw.com.sg
SGNIC	e994f095449306ef899bc4a648f358a9bf8837816ca4a7a02fb722c80f71ce48	11 Wholesale	01. <=1mil	Missing EMP	2023	03. 10 to <= 2	46100.0	SHUOPIN.SG
SGNIC	fc86bb2b3915a538af411acbe491afb14977a6724dbe265d6ce8abddc161b47b	11 Wholesale	03. 1mil -<= 10mil	Missing EMP	2023	01. <= 5 Years	46900.0	EUROCLIPS.SG
ORBIS	ed175b98b44e3ef6d76d7af476a764c26bab578d893e718c1971b8b53187a656	17 Finance & Insurance	01. <=1mil	Missing EMP	2023	01. <= 5 Years	64202.0	www.ouect.com
ORBIS	2323b489659406ce2a9bc500d1a564177b11152cd853112a02dfb12c67a4ca53	15 Food & Beverage Services	03. 1mil -<= 10mil	03. 50 < Employees <= 200	2023	03. 10 to <= 2	56111.0	www.copperchimney.com.sg
SGNIC	16a56786ca7129ddf4f282ad4b31d62515e4d262a556f7dd570578d6a3bf634f	11 Wholesale	08. Above 100mil	01. Employees <= 10	2023	04. 20 to <= 3	46649.0	SHOKUBAI.COM.SG
SGNIC	ddcffe288850eabee169726c4605dac9ebd7533d1e74596962cea4bb0e9a3fe9	01 Manufacturing	01. <=1mil	Missing EMP	2023	01. <= 5 Years	10799.0	AZELIA.COM.SG
ORBIS	27b61045e3159905eb50965de633ce92537a50fbe9e0a18875631acf8d217b9b	17 Finance & Insurance	01. <=1mil	Missing EMP	2023	01. <= 5 Years	64202.0	www.tlcmodular.com
SGNIC	256e43891ffb874afe10b90f8d65512622a5f5a08a0736163120d077b5636fbc	11 Wholesale	01. <=1mil	01. Employees <= 10	2023	01. <= 5 Years	46610.0	GOLDEDGE.COM.SG
ORBIS	39b9b3bed09ebd9d0ee0d27caf31b3122c5b2ffb95be777f5991ca4fdb47a4e9	20 Administrative & Support Services	01. <=1mil	01. Employees <= 10	2023	02. 5 to <= 10	82303.0	www.firstconcept.sg
