UEN	label	predicted_proba
e45102a6078502df818ff942952ac252c1b7b820e5fdce07ff004c65da3e3a7d	1	0.705
e71af5e3e0ab6dc7b718aa70c0617b7e8d42a5655157b6a8a6662b87ef01e29a	1	0.7759999999999999
5c0e0f832c9a10d4378193f531f02b95dba53fa3f03b3efb9aec2b346fd4262e	1	0.715
8fab3a0f7816e55e15ac163582b9a966b52a309694518034e25fe775d918997b	1	0.939
4ca8ccc56497bf909afb4a65722f206e5d5990b15974528f89e67158b1884949	1	0.8220000000000001
37c5f915c9198d18a11541060f9d6333e165a1a204af60bfe13bfa667b2f8cf8	1	0.7559999999999999
a306145e6556d3da021275b928fd6f452191a5981857a341986ecc570a87ad7d	1	0.8420000000000001
bbeb3869c50004136e49c6aabebf478f849860913440ecc2dd0c678f8cbd09a5	1	0.8190000000000001
d0facc968f26625c9835ed282130f3cbe9c456324b524ae291c09e24138a0507	1	0.785
2d3d12cdc632335a2c9a0017a6d3aafdb862220621be0bfd5a7f5bb68245c7b1	1	0.7
168059d36b568c2c81d356c8db0617f8150b0b3ec2895863627efb78199da45f	1	0.718
861556a98e0a24660069c2f8fcd867a5055d185259c1a1bb811d1005ee25b47d	1	0.7070000000000001
247008d9c48bb596a403b211c97ccc09ea65a1db7e37a3bcb1ea98a2fc1cca6d	1	0.716
b24adfddfbc505e066d0b9da0abab78403ebabcd12e7b9802b8389cdbc146007	1	0.701
b74615ae4e85387c27efbad44205d44d90b1c6ebe386625a2fc95b7baac548bb	1	0.868
6949f87b8afba39a9ea20993b0e77506195a73ee86e3e591697032a1e0476078	1	0.899
a5e9978bc2312679748bc07ec712fd06cca4970ec64902f65b27b5ade622e104	1	0.733
c33d89718321926f3fdbd31f5b908c306fa896326cacbcb8f5c65d34fc4bb73a	1	0.952
bc536c9ae7bd7609d221bbc4031316c84824ff114cb87e536418974b9e4dd0cd	1	0.75
8a14f5c9c792f49b210ea3e37992f2746241ea0aeaebefd605b27d3bf2316d3a	1	0.715
a0862107cb5d0be60c1320aeb75fc82e3a2faea28bbc75748d80e7419041e7d7	1	0.921
d35501b6eae8add9894fc7274149d753434fd43c527f895c21d6f1cc5c4cc689	1	0.701
2343bd7fbfa434412054612ff72bc8bfc20dfe3dbd0496f2ae0f6c8767f2bff2	1	0.97
14ac35c89ee3fafa05da30809af90258381f3addfd5bd7b23fd5ed1cf8552d2a	1	0.722
ac094f1bec8fd049d0fb7c76b8c9834e4a425fa9f48765c28559d6268d846783	1	0.74
c6cfb74f8e9525b5e14f211edcf396103793a882d330a3ddbbfd58f0fdff98e9	1	0.759
34b6dc41714e6f45730ca33c174b8feb3d7f4ec65b5fca7c0ce4d16e432f74d2	1	0.792
00c5f43a505ce7bc0f928d0bee5068eee4e25b535126afcc133f1302fb5c78e6	1	0.8440000000000001
50ce751b04c48b1b056b0749a31c02de81b03cf62ece52172b61861928d11cfb	1	0.726
9be9a8d208245bdbc2a0085d2e59a82de5e6352cb29f3db2f62f163d669cc66d	1	0.713
7a553fd60f5aaf5cf3771ba5cd3ace0bc8dcfc339eda34f04c683dc0f6273981	1	0.8240000000000001
9ace3c182f47fe5df4d7053bd66a1a55e1a7bc0ebade14b5fa77160062e10762	1	0.8140000000000001
2e08ea2d8f651b1b565bcdadae9a3a75c7822b0098d4b5cbdcec1b82e4fa86db	1	0.759
c0d13a54f9a2f9b98626eea5b99b1d43ecd1eaa0d5129bd7d2c54cf93763699a	1	0.8
c1718728767239ffb6795406cf9cf4f9d6f09b5e4c6c9ee856bbbeeb24da22f8	1	0.722
6350bfa16efe49f533d422220cf20f60d86398aaad9cd748f6c5522cc345eb97	1	0.784
857f84939ab74bf5d5166d3b957d8c195a6f1ecf6c4deb2d535ab05091d71603	1	0.74
1097926ac7bcd0c9a9bd6be16bf97ca55c969b4c68d2701cfa5ba70c24390633	1	0.726
05dee920dfe3b948e72a253264f81d69de10fb857a8779b81daf0a879818b896	1	0.846
77395bac9c0ae2ee732036e548e9b9bd2e02e267cc96c074330382fc3d4f073c	1	0.785
6e79cebabef5f40aacaf4c25ef3cbc5a89fa46df5aa82490e1337551eff60070	1	0.8220000000000001
41d1398fc629981f25c7b51a8d087ba23eaeb68b19f6d297ed0c3b7fafaedd5b	1	0.757
6af5b1a4962c12fe51e01048e6f8b29e61bc85978917ba2b05e8ba094c5c45aa	1	0.716
fab5c9016584f5b5281b95bedf375514d8854298bfd4e39e8615ee2b0a38c152	1	0.912
3477ce4c313861b9248f3618bfe0b09ffa60b4c8da37689c232d1cf109c93b63	1	0.742
ef6ad74774118fea8a288fc59e13ad0c556e11c8ddc01c92c4f24b91ed9cbfc0	1	0.873
59d3c1fb04771498200f96fefb854c050edd1af55f6a930962198a5597d8ec12	1	0.944
4054d497e13e29f8020502529675f3c2cec77eabcf01d63fcba43f65a4484de5	1	0.8809999999999999
d44318a9aeffffeceb0e9032ee2171fb8d1cc8fb720b82789261258a6347e047	1	0.83
7099d93da4bd2d4fffbb866a3b4dfb1ee591a0d74b28103b9367af49c13686b3	1	0.735
7ef229bf0163844321dff268966c93f6384aed13612471a710f714115a8bff8e	1	0.742
3867cbb0b1e4d2471c90ebe29824fab18805c737ec83dfdb7fa85bfe2e452533	1	0.706
f3afcf4a60fe5efd0ced7183c4dc3583a347d7cbee6b7386b9282b0f0b6296c7	1	0.7140000000000001
d6706d95d0ae7c5fba33afd7e26af91a1cb5b9e03c3c73ad546f969cf0b2c044	1	0.792
9401a34e5610cb60d6963941e453f78148df761a1ebb1cf8fd43545541c95c90	1	0.716
e7e20923e6c0d0d0f85aaaf0412607f09df28c9ea26eb31fdd06083a30305d36	1	0.88
72887a4d62cfb8f57efe51912f7371271f198421641cb95858fefd366929efab	1	0.804
642c789ac36f0bcbfb2f2fc054148134d62de8d3623868c64fd3a79923df47f2	1	0.736
d762142bc5426078277412e29a224cd83010bc3c23c071d49d7ce1baccbcc509	1	0.775
9792d39a04f398ee32df9aafb4ebb53ce465778d2373b82b3b86800c4e1231bd	1	0.813
59be1451d6ba0953815df3e0f5043af0694fa1b32bd7dae4faa90ccfd37c5538	1	0.7240000000000001
a5429cf82147d479823726d78155320d816a358c3822b47bfeb2baa4a85f2af1	1	0.919
dac3f0d56b9507867350aa6085441a3ff2f1a1a8be8e21a7c3a0cea8e1233fc2	1	0.71
f0a91be0cbd5b057247a9fe6c6d1b0baab3614a8449e991f870ee10d3bf2b4f6	1	0.735
7e9f2f8986130dafb0cdfbbba116a73fb02e2e851da7171dd3a22860e835437c	1	0.728
0a44a2934b2e3f3ba25ccf79339fad716c4b5b6169f912915191c1d3e69856ff	1	0.77
9539a7eae94620ec619f50fa3b552f9a4cf2a7694b8f4af03f2f2df6d30660eb	1	0.752
801a749b0b784f80b2a25bb65a61ccfb8b775cb2be0860bcfb3fce5bc25ad198	1	0.731
7cc3a0745fae99309614f438b1f93ab7b8b590055c87ae0a92fe3b91aeed4e53	1	0.728
65365dd81162a0273ea2ba032b35029a36bf2bd57e325af3af65308052d524eb	1	0.7440000000000001
0b47f059e1ce3877c59c50ff31abbad079cf4ba841ad9958e7c59c5410e35d3a	1	0.752
b7126062a8c26cc456eb275ed07b7d8903502c27d79efb8a53a85c06f9454f95	1	0.898
46dfafbcf87ff467e745e7e3e2a05a14e3ca973c4f1d908936bc660b7f19bb16	1	0.705
d3d68edc75eb19881d2e15f5214aab4ca4caa7d0589065fdc0a8d58aa7423a24	1	0.7070000000000001
dcdba6ccc816fdc216fbaab6bfcc0d034c355cecc3d0682df71d8e89ba65732a	1	0.774
a00979a62ed5fea3f225ff4f10b9031ba174e819cc04439e631c9b5b1838b420	1	0.862
7cd56f115746d5acbd309f0e2bb2695770c3e4de9a97a82552b067de2678ebf7	1	0.785
8de737f15b933664ed12a3a3af17719626f95a59ae8995261c832d7c474d3331	1	0.732
09da831a40c2d136f399293947e5de72e8420459612bee4ff4f5ee21a976dc2b	1	0.81
6d89c27aa69592596c184d80613c47027db7691c93d6d6354275db131254775e	1	0.701
9b19080d69788d7044615c323ec82a2063c44393ea7e54ad34ec3156bcc3de36	1	0.7659999999999999
7d52509a1150441e20b9ed22f94d6466e9fb2456256e547269ea1ad81e042409	1	0.742
d4fa498c748ff5a6a813177984949a29eb42e887ba82d1ad0237d02392977214	1	0.777
52b4f76c956b2f88a832faad4a41a7aa45eefe8e832f8fbb396b9d2175ddef64	1	0.73
9eb4e2ff9fb10fac0e02dd6cfc8f362be6d3eb687503cc6cf4cc21827701eb9c	1	0.7440000000000001
8d1a85d48efcc418ed3bbadf7ac76aeb8b0b3975d4eb3ff4d7c22675726b60e4	1	0.907
d6f7d4288f63ae5fd9810fb06b1f75ec8ce0a8ba9f8dcdae6910fe1e96b2ba03	1	0.731
5e08c129a52a3303ec8101b01ed2528df577ec6915bb511449cf13e446981705	1	0.7809999999999999
54ae1d2c54f565cd8e854d21029ed064b1ea58134bcc5735bdea2223f3271e2b	1	0.713
d32d2d97592f43df5e27f008a65e24c60110545bac34359af724769c1f67aa59	1	0.722
93e7bb4be2826d110b9e0bc93d02ae5d6522edd3e87a9a93c1862527deb2a8d4	1	0.833
d36d9f6d8363586d0e15b03e21ba23d4dde9412fb1b9d98296930d4ad9654ad4	1	0.848
7a0d9fba7063bc85dbfc2491195052f08d2b80ad81d45a840c4f9b9a680aec3e	1	0.773
a959cff8b5a79544f7f1f704ac5062292e00cb2f08f2a4c3c28aab7b980d6a31	1	0.7020000000000001
a5924b4f40d7b5cbb0ee4d0167e0a8da9b4831c52c992413337d3962cd2982b9	1	0.738
4708c1b402cd3a974bf05404276d62f8348f0f6dc676a600a4f08f0c47b2b1bf	1	0.887
0ac46db63bac111dd9649077cea290c544e5ccc58f49a7fcde9cdbed41b51b58	1	0.7
f56c8368aa10a45d5ba934604cd83acadf5014f26dbb575e035462125e296d26	1	0.759
d14f8ef8b14cbb92115e51892156a74341d9cdec52254015d06f55b55b9c70d6	1	0.7829999999999999
bae2fda29e04df893a21f874fbcd297bd12713f2c636f91814b1b59f27983900	1	0.799
6527d6c42f9b5b94c578335b7ae5fdc0d437241f0a3da64f05c50a089db610bb	1	0.833
118055d8f740a80b185a7eb2edd41701c9660ef4472735487cf3e4f4c7b8fed4	1	0.718
df0a038e73d0a63f4f574dfdd4394dc0a02b25ff5901d22ce37b04662a7775c4	1	0.711
b97e246e64cab4b74f03afca405314c16fc5f369e77a0971a65ba36b16fcbf67	1	0.722
e1bf54897f7ce15155120da3d69c3b8b92e1a5ed5d6c65269d09215ce2868b97	1	0.8740000000000001
944506b84dfb6e74e416537f60fb2e2ffad532f270a275f9d65a196a59346289	1	0.873
a0520bd95818b5126802a520d10f2e265b46357a6887b20cb15e31a28ee18843	1	0.8440000000000001
3f72d4994f1cb8866c0a71c1f156355205f2ade0dd117d01e2d733b251d8a9d4	1	0.713
192631f255b3efb466c70ffceffdda71c9d6661959857d80fbda572966b968e6	1	0.728
01096db557a2867a0077a4d174b4eaf1ff3345836d57fe85c356bcca5fb132ae	1	0.8220000000000001
373dccd7bc5196963174bd8ea6b866522b4ee70ec80fe3340bbb7aa296fe7c02	1	0.79
945b5ccc92d7dc930c19e01baa659c6f90b62cce18992e91da92353b5aeab884	1	0.838
50b176bcc533ef55b04fd9d80a6c61e5e0b734ee6eae372b666c0f797203bde3	1	0.7709999999999999
1fb8a05f1c80b19de528ca9b7be3fca28b4ffb03bf7d7cb2aed504a9171ec2f6	1	0.7490000000000001
87562a4e2153fd6cf01019e66d348e1170005c8685432b150162bba5603e9a2f	1	0.851
1560d57cea6ba2d107e4fda2320c0d7a6e901f03ec987cf49cf1af92c77c3deb	1	0.737
8acab09373a218a2262a036681c667c08cd536580ec811330a23be265b6cf796	1	0.7170000000000001
4a837474ab54e7b635470ca526256a14e0f2bbf64da5e05b2b7ea47e283795bd	1	0.8440000000000001
e63705177d3918edc2c8a60c860b66daeda644420d265275ac772bc841ddc644	1	0.7609999999999999
ba3d192cdab38966dc81780f889908ac7635bf608002a144afe4bd26b96ff215	1	0.8320000000000001
397d3f7ce9e0b6586693ce6fac5ae7a3bb7293776ae92a5bc21cf790ade21cfb	1	0.8440000000000001
c41476e3370b45029f3ff9ff3d39531a216c29d2afc2464d2257a58225408558	1	0.72
3c24c00580c46b8c27b22632d83bf32eac39baefdcd39d7a4228e3cc64040d1d	1	0.7120000000000001
4517c8c1be2df5e175c1cd0aa81bd6056552316ce5eaa39faa310f58bfe73bca	1	0.8109999999999999
8d7805a0844f277622d30d2cf61f30ea71abf69c917e282a5b6880640619dc06	1	0.75
ff4cfac2fd56bd4e5e95d0e4a9a7e4af07bd34da8725c62e3b31ade5654771e3	1	0.701
b0dcf71e41c2d5b3435650d64b9e115c6091bb65814ef4e6df587603774dfce0	1	0.706
7b5f6bbafd7b0c08cb54420258127666f594a240b1842eab6ff126caa492884f	1	0.76
29b855caa14e2ee3043bdcbe664f113a1d3087bfdcc466a25bab557a0b2d53d2	1	0.8909999999999999
16e1de05b06422c400db652b14cd874bb63feb0a3d5562b45fffd39b79e628e2	1	0.72
a9bfa48ed9d05954e40f345b4d52548e9d20a0ded0a6006f96749dd113425505	1	0.8340000000000001
9a51163ebd353d3960b84b4a67a8c2e10f85161eb281a8192f49338de6320d33	1	0.805
60096b12844ac82d17c86b3fc40cc8d78c1920efc060a8b96ceb630e08086a6f	1	0.731
d6ac0a727219cebf1fb7c563ce853839f4b52cfa9e597e099e269ac84f6b284b	1	0.7140000000000001
75f67d15c526ca4cd32adfe18aa43c37e4d8de54ecd792e35c545e81add0f159	1	0.755
23f2eb1d3800c4ee035c1c727b3ecf5716c80d7482cdaba53c3d7a307c96e501	1	0.843
eb57d0cd243f56b0d5356cf184bd2e005332801061bbd7d4cc61dcfb79320cb5	1	0.85
024f234246a1a41e79c1f6863ab24356f32a73d198f718f54e2d3a8eefbeacc3	1	0.706
9b239ead78cc1f33d2bfcbf9616135b1d3a8a3a78f5ac6152e415857151ef4b1	1	0.711
2aeba8e2df86273ebeda03b82843f55e1d75512eb44ddfd99960b61107f02c5b	1	0.731
7ff677f7470c253106d1899388b7202aa475ebe8e611d2ab3875c3301c118f03	1	0.725
bdd637794f158f7ab6177250a14ac1cda8e71f854dbe21bea1db75b1754e42fb	1	0.728
f90e01f24c853dd2dcbde4c0813f060c7976790abb491b4f4eb6c47a02d50102	1	0.754
9b0d428cf9816efd1aa554e5d5aba237bbd04c36765a1d8a37cac4fdecdb6a25	1	0.735
2e350dd2174b9e9fd76cb076cf7c543a0b3aef43de0947d5075f2b963bbcc9fd	1	0.8759999999999999
256f035685d8e899377cdc5404e066a5a5e140141673d81fde9198e09cfa4c07	1	0.828
442e2fbc4bf611f919ae814ede0af34ea5d26f638ff2be308dd3861fee019d8e	1	0.97
90e8340c57757930b531bc3c3d50493787c5033e9ea2c9684bf9b72ab77ecf2d	1	0.7659999999999999
e8708ddd3457fa822c2bf23d3581fb1b646eeb00d822b87ac815f4faae2cfd02	1	0.723
9c54ab89fb87d3b5eece70a6b8cd737a5b489acec39af728cf4a089fff163f75	1	0.8740000000000001
ffb9765f2924f4c9668d5cfc717b74ad980504d009e72bac17030315706b261b	1	0.706
9c7721d0a3114c7be83254bcd95d5270b8b4eed022de6285d6ab718d5e5dd4a9	1	0.701
e8af8cf0130dfdb36e3a8c20e834edf5cbda24a4b2556131dd508691c0d323ce	1	0.706
a84f35c3c78e598985c5601a21d86301a0a97685fae9fdcc81c357855af0b5a6	1	0.708
ae96751dda2831b078595f592be3e881ba26219017179f952e679a9f3b8a513f	1	0.768
fb0c0e56cfdca2af9d130667bc9e4973b963f34ca2a4238d619a534007134c55	1	0.952
3e21b01c236384390f64328f38b0311116c6917db6d34c5a683ed0f1f38919a5	1	0.802
39add02453120ce38b6a0a72b19bd95ffe616dcd4f0b3fae0b1b657fe90e692d	1	0.713
f775bc01c4c892ac8ff883766a2d8551f815a6c2802f275f7dfdff6ec4e9a820	1	0.725
391459a3ea1985603cc697a5ce61e66d1a208cd5f47b58566d99e2330989c4a9	1	0.772
aabf85cbb87d7320f330bec9bfdd000ae038add86824f9149b8d2a381d1ec9de	1	0.8290000000000001
a0c99150d8435fd0de4b68a73a7286b4ed87615de148cf1ee22004adf63b2559	1	0.7170000000000001
e19fc7337d0b7deb836561dedc243e7d4a84ce04eb0df594b87bd35e7b215cc8	1	0.821
d9a96b1cb10a95c21eb5843c5b992f0a273350ed39562caa2b3fdeaeead1a0d3	1	0.752
a4fc2d396e2a8fcbbaae2e9867372f73b64ec31f3a0e5fb2c06da6ddfdf0a4e9	1	0.909
941437648bac9888931c4f1a2241c36615baf96aa0a8484a0c9c5d1b50727442	1	0.7090000000000001
1bed8a4768102c6eba5addcf4b1d7e1871a5e92dc7350d62c1c50cd4c44a6304	1	0.8
3f062c202558dd4f01ab2389f93072a2b8f5cf2250ab0871c01920d7f67c3769	1	0.7659999999999999
3e8e45e64b975f561c9c5773a345ced9067c259d0958ca1c2b080932f10bf447	1	0.7240000000000001
f12d293b3e15f7a15acdb1b8721ab271838bd1c7c14df1dbb9c14f7a260bbed2	1	0.738
5fe1f2c705f87e988a3d272233cccd3a26eb880e993488cc94825310509fa7fe	1	0.706
0b0e2a7325db1c9d7e92091867e59d06e8e953ad294f15a624c6da4c1adf512b	1	0.769
f1725373acfb931455661108ff16de662a27eaf4c05e72a7f0f0ffc709f7189f	1	0.7240000000000001
d2d6e2643f24b51d9f4c983a14d6d2b4e6aaa061facef5d618ce8750f1eb0973	1	0.763
c13b754c76a7b8c9ec5d0a5f7faae7baff79b5277d7af8dde666e8ae01b8cb09	1	0.8640000000000001
fb3e8247feac96dd17ea78da14a11b3a89b9c6c5c48b13ac547a536abc1923cc	1	0.848
13c68f462379df11060651291a5b5831619659723a4d0ed3c438d81ff1975e84	1	0.852
a5eb278df7ab36ceabaca27673464f7467897b761751d0f3ef800c5b6729223c	1	0.8809999999999999
3659485473e2e1d22d8f9168d15120dec7c8b5f38a2925818fa3bc6bb2a6cd94	1	0.7140000000000001
32c9a74fced9581e2432b71a1886667c2f61aa70c2ebd73567056738258aeb07	1	0.728
0845e87108cbe2b6c2bc2f5f494e267025446007529fb72fc9486756fd0d037d	1	0.779
1a7759b75f0b6daa2bff9f89979432a6f08201eb7202eb0deb4eab3c60504b45	1	0.889
f15f2ab91e8f2e3a77545d748a99c4d3276f0a8e23c382f31158c342aabd97ce	1	0.7140000000000001
afeb89fd14e36387e8e93680133f614732fdd7d38f024601eabf038a808beba0	1	0.758
231926890d01e732744a22d9eb6fa9aa725b308a647a2dc380fb265829b7d735	1	0.8290000000000001
3bc8debbf0cd38fc557796ae6aab2f13ba569f7624fc4c5e36b634cc7413d0bc	1	0.773
3b4f4c91b25f611d93a12b94066276db614a4221073eb9d314beb501329889b2	1	0.94
3bbabf84f2c15b44c0b2fe358f9e7854eeff5fb1e1c4de453eda958ad7d9f9b0	1	0.725
e5ca9fcbb2b3c91cf82468c61713ccaa1d75fdf8d5e57edb1b376affb0795455	1	0.922
38df68d63f702613dd68f5eb61548636911bb0a25847199e99b0f9ec0bf6c9dd	1	0.8270000000000001
8182d5c2f254b6ed7a085e6c01b080ef3ce1185c9c8931660a0d5a7f62b26d7f	1	0.731
0a2c8db21e8dbff94719285196474e4a833b515b839a8a3a3cf2c5886243f200	1	0.96
3d42283561a8f0db8bd85612769e1894dfda30995bb1f44b4652faa1ab485bd2	1	0.736
ba3a26fb5a062cd3afda43ed93dc07e89af00a928b474575b0cd894ee59bc01a	1	0.7090000000000001
2beeb7ea47b02f94c70f36009e0445b0a31d49128ef00d24bb4dab5480a518a2	1	0.873
3b1bd30b58cd56a92f8f94f922b9151a526062f73f5c16456f77bb53aa91ce7d	1	0.8079999999999999
194e350afe142da52f80c43f30d35d1a2cc7d3ba211c267f37e7d28cb02eb7f4	1	0.799
9d8def5814a4f0f3069c5d811610ea683129e8073224265cfa140587ef4c8408	1	0.7290000000000001
a8373af5caae0baf058cfe4d5306756ca99b8a6173098cd7eecec487f11a57af	1	0.754
622bb296be8923f9d669082f5935e7ec019f6c5e64b6b237cd8c8b701c9342dc	1	0.753
f08da7a558631fc40c882eceb1f681fb0d45a7d9d0e7ce605b984e35e79271e4	1	0.76
5e430cfc2cc96725d1070dccf346ac668e0d670239814a1897bebf52d8946059	1	0.779
c9fb8d358e1bed4fc6c51ac9daa5884d6b4b5a9c757d5c964991fb1d7bf83543	1	0.841
33e6c54fe65bd89593553a1b5a410606305ae3a688b193f2849ef8bf70af33a0	1	0.732
4c82c44b7e7ebc1ca76195ba8ef580c6b35418df8d8cf1dcc2892f215d48054b	1	0.7240000000000001
4296d4d8370ad929c765edf9a387e445aeb0b462cffc5609fb1f318aed4a9787	1	0.905
c49aaebf7752bc7e9f7dbbdc5fd860fe9fadca36a4581cfc0b5d59703e2140b4	1	0.735
af7e2891d917a163239238acd4118b1e7f38c53ea61c97135afaa3d4507ecd59	1	0.7020000000000001
719ae8e0dab07ffd3e4dfeabc3a163631ed1dc2504af4c5078b1d2aba006ea8e	1	0.945
3b83ebe07e2a14b60481a21ccc57cab3e6965134afd7255ec6c4c575676433e1	1	0.797
bcbdb347e27afc9906cff13dc58e99b0b2a2eb936bc1fc2b598ff606550e75a8	1	0.703
d34d15ab857c5de21d10b0b2b7a3faa1298b714676e71bf65080634a2e49856f	1	0.763
11c3505da24227dfaa24bdc76fd1be37bdac66b45013d7995c9d3f1808327944	1	0.7170000000000001
5833933d03d30d51f0f384e0b65a351fffb7d122eb2f457d176fc41e3857811a	1	0.77
942a91c6a556f4677ad86dbe557051ebb7067e25c39d4c75d154d8fe8ed283ab	1	0.8909999999999999
89d10414bd1852d1b36e220b30fd5125803dedd9a275ccb93d9a7b1a560a939e	1	0.802
804d501df87da5237908dca14e2ab7787b7a0ae8d607c2587937fff570129bfb	1	0.8909999999999999
94e33a3512dd8b6cf8d40f31b5246f12ec212d1cbd5df1949f29d53ee4d74b8c	1	0.754
cef19f7a37e76cd490b7e9abccf9a52670dd6f6f52afc6126f490c1bde0bc022	1	0.8
07289074676e01af9d2feb30dd982ececfee3b4f0487d3921e8ab85fed5bbf8b	1	0.7190000000000001
e0f70c1c01b5cf88277d11f24ad855234ac7b2bd9e47eff56b1c839329700d90	1	0.8759999999999999
378681aa47b9e5832f75bf3924967299ce672bb08b6a7149c9084e8c7a58184a	1	0.78
0b32808020102ce50f59552597168a9fc4b13e0316ef0de5900667e5af54c85f	1	0.8340000000000001
bfb9ffaf007ff47f028e9cbf44cdb27d1327691320b0aab57accb7ea1d090f90	1	0.736
1489969db8a579fc765d9626362b57b479c17b1797284fec46ed45986786e2ce	1	0.851
013713c110778a97f10d4ac70e263559fd9091e6d6d1cb928961b0719a41ef43	1	0.716
1c27a55ad1b1f7c07527825e0d8fa8c8fd0b1f9ed91b84f8afe26d469666d503	1	0.934
f780d9f04cf8e5918779a90bc5754a46d2bb386141ccb5ef4e40be8624ff4646	1	0.78
28550e97789cfd5fa44514179363843bf7941eeb8704e7710e413e985ece8701	1	0.738
c76ffdcecc1cf198795b9194300d807aae328a31a29c51682b64f7eaeee292cf	1	0.7090000000000001
db645472344ca785629785369acea20b7b40795b1ec4aa514ac1ad0b1e890a66	1	0.75
9b6905536de54002da4854c873644006e3655bf567b819e5d3d1649013b1808e	1	0.959
da4bf0e56ae58039e007195a88f322a649b9159b50bb2a9970843ae2172f3f46	1	0.774
6ac732b919f124b3d3d86559233b3d3bab0dbf3f38e20c942b9cc3bab792f7b0	1	0.725
b16c45176a4657e5df3075c872167d3d2f9594175c2034f4ccd8bd70dbff98a0	1	0.7390000000000001
42d66024845b8a6cf017c51a080a891610872b57cb2b2ada276401f69f49cd2c	1	0.8170000000000001
38b44b8d5f8c6ebe6e54af5b6e37e46b55efe474e41977a219c47f3b16274276	1	0.708
